industry,factory_size,production,electricity_kwh,natural_gas_scm,diesel_litre,raw_material_kg,waste_kg,electricity_emissions,gas_emissions,diesel_emissions,waste_emissions,total_emissions,emission_intensity,energy_intensity,waste_ratio,top_hotspot,second_hotspot,budget,reduction_target,recommended_intervention,renewable_potential,compliance_score,electricity_score,gas_score,diesel_score,waste_score,emission_score,emissions_per_unit,energy_efficiency_score,recommendation_priority,intervention_impact,potential_reduction_tonnes,roi_score
Chemical,Medium,170377,217722,18414,3274,136377,5709,158.28,36.09,8.77,7.36,210.5,1.24,2.45,4.19,Electricity,Natural Gas,200459,15,Smart Metering,High,64.8,7.846303265752093,4.045216741405082,8.296557811120918,5.604235122307412,25.79,1.235,87.22,Low,0.05,10.52,0.0525
Food Processing,Small,75074,75972,10533,1005,50228,1232,55.23,20.64,2.69,1.59,80.15,1.07,2.48,2.45,Electricity,Natural Gas,137875,15,IE4 Motor,High,99.9,1.5909918659706201,1.6395739910313905,1.5887025595763458,0.3377144943410004,5.16,1.068,90.83,Low,0.15,12.02,0.0872
Metal Fabrication,Large,334986,296880,41441,5822,221413,8943,215.83,81.22,15.6,11.54,324.19,0.97,2.21,4.04,Electricity,Natural Gas,556619,10,VFD Installation,High,74.1,11.339686779167172,11.07218485301445,15.831862312444835,9.419496166484116,47.66,0.968,92.99,Low,0.12,38.9,0.0699
Chemical,Small,63111,66408,11858,1613,46902,3072,48.28,23.24,4.32,3.96,79.8,1.26,3.06,6.55,Electricity,Natural Gas,63122,20,IE4 Motor,Medium,93.3,1.169114969042127,2.0444070752366716,3.38702559576346,2.5009127418765975,9.1,1.264,86.6,Low,0.15,11.97,0.1896
Plastics,Medium,123723,194626,36377,2102,105650,5806,141.49,71.3,5.63,7.49,225.91,1.83,4.6,5.5,Electricity,Natural Gas,296079,30,IE4 Motor,Low,72.2,6.827121524827001,9.527590931738914,4.832303618711386,5.72289156626506,26.91,1.826,74.47,Medium,0.15,33.89,0.1145
Food Processing,Small,23802,68819,13158,997,64528,2457,50.03,25.79,2.67,3.17,81.66,3.43,8.63,3.81,Electricity,Natural Gas,98003,30,Compressed Air Optimization,Medium,77.2,1.2753429646716037,2.441454907822621,1.5666372462488964,1.7798466593647315,7.06,3.431,39.82,Medium,0.12,9.8,0.1
Plastics,Medium,154816,177549,29401,1964,88706,4622,129.08,57.63,5.26,5.96,197.93,1.28,3.11,5.21,Electricity,Natural Gas,197438,20,Solar Rooftop,Medium,87.4,6.07381328153454,7.399103139013453,4.424095322153574,4.326396495071194,22.22,1.278,86.29,Low,0.25,49.48,0.2506
Automotive Parts,Medium,137701,161952,25205,1858,130209,5538,117.74,49.4,4.98,7.14,179.26,1.3,3.07,4.25,Electricity,Natural Gas,202290,15,Smart Metering,Low,95.7,5.385455869855529,6.1176507224713506,4.115180935569286,5.403431909456006,21.02,1.302,85.78,Low,0.05,8.96,0.0443
Plastics,Small,93913,50871,8183,1370,69928,2891,36.98,16.04,3.67,3.73,60.42,0.64,1.49,4.13,Electricity,Natural Gas,98707,30,IE4 Motor,High,99.6,0.48318562583464836,0.9233308420528151,2.669902912621359,2.2909821102592187,6.37,0.643,100.0,Medium,0.15,9.06,0.0918
Leather,Medium,147499,144161,19325,2307,103920,5765,104.81,37.88,6.18,7.44,156.31,1.06,2.37,5.55,Electricity,Natural Gas,276926,25,IE4 Motor,Medium,82.3,4.600582736433168,4.32392874937718,5.43909973521624,5.677254472435195,20.04,1.06,91.0,Medium,0.15,23.45,0.0847
Paper & Pulp,Large,197674,483555,65807,6845,272444,19449,351.54,128.98,18.34,25.09,523.95,2.65,5.95,7.14,Electricity,Natural Gas,586221,20,Smart Metering,Low,84.9,19.577516085953626,18.508657199800695,18.854810238305383,21.787148594377513,78.73,2.651,56.66,Medium,0.05,26.2,0.0447
Leather,Small,41883,46231,15575,1565,39784,1792,33.61,30.53,4.19,2.31,70.64,1.69,5.01,4.5,Electricity,Natural Gas,90242,15,LED Lighting,Medium,93.9,0.2786208571081704,3.1794967613353267,3.24360105913504,0.9948886454910553,7.7,1.687,77.47,Low,0.08,5.65,0.0626
Leather,Medium,131214,206938,19947,2762,107250,4309,150.44,39.1,7.4,5.56,202.5,1.54,3.2,4.02,Electricity,Natural Gas,213983,10,Power Factor Correction,Medium,77.5,7.3704018453320375,4.513888888888888,6.785083848190644,3.9612997444322744,22.63,1.543,80.57,Low,0.07,14.18,0.0663
Cement,Large,280129,328826,63794,8921,198154,12073,239.06,125.04,23.91,15.57,403.58,1.44,3.61,6.09,Electricity,Natural Gas,585734,30,Solar Rooftop,Low,94.6,12.74978754400874,17.89517937219731,25.0,13.097845929171228,68.74,1.441,82.78,Medium,0.25,100.9,0.1723
Plastics,Medium,110737,236273,19723,2630,115460,5649,171.77,38.66,7.05,7.29,224.77,2.03,4.03,4.89,Electricity,Natural Gas,173756,10,Solar Rooftop,High,89.7,8.665169357775888,4.445378674638764,6.398940864960283,5.540343190945601,25.05,2.03,70.06,Low,0.25,56.19,0.3234
Leather,Medium,114669,164201,27980,2100,79290,4955,119.37,54.84,5.63,6.39,186.23,1.62,3.96,6.25,Electricity,Natural Gas,209054,10,VFD Installation,High,94.9,5.484399660070414,6.964686098654709,4.832303618711386,4.718875502008032,22.0,1.624,78.83,Low,0.12,22.35,0.1069
Metal Fabrication,Large,245927,489653,64914,4998,163446,9093,355.98,127.23,13.39,11.73,508.33,2.07,4.73,5.56,Electricity,Natural Gas,559838,30,LED Lighting,Medium,74.4,19.847031686293555,18.236173393124066,13.393645189761697,9.592917123037605,61.07,2.067,69.26,Medium,0.08,40.67,0.0726
Chemical,Medium,144106,143180,32977,2347,142018,6941,104.09,64.63,6.29,8.95,183.96,1.28,3.36,4.89,Electricity,Natural Gas,182731,35,Solar Rooftop,Low,95.4,4.5568775039456115,8.48903836571998,5.560458958517211,7.055494706097115,25.66,1.277,86.32,Medium,0.25,45.99,0.2517
Textile,Small,42559,79933,12435,686,62630,1626,58.11,24.37,1.84,2.1,86.42,2.03,4.88,2.6,Electricity,Natural Gas,63061,15,Power Factor Correction,Low,82.6,1.7658127959208447,2.2203537618335827,0.650926743159753,0.8032128514056226,5.44,2.031,70.04,Low,0.07,6.05,0.0959
Plastics,Small,45870,149970,7445,1387,43660,3146,109.03,14.59,3.72,4.06,131.4,2.86,5.04,7.21,Electricity,Natural Gas,134045,20,VFD Installation,High,88.8,4.856743960179677,0.6975585450921774,2.7250661959399824,2.592186929536327,10.87,2.865,52.04,Low,0.12,15.77,0.1176
Plastics,Small,26812,114391,8911,1025,73515,2042,83.16,17.47,2.75,2.63,106.01,3.95,7.78,2.78,Electricity,Natural Gas,145502,10,VFD Installation,Low,76.0,3.2863906762170694,1.1459890383657199,1.654898499558694,1.2869660460021903,7.37,3.954,28.53,Low,0.12,12.72,0.0874
Chemical,Large,210058,359605,55537,4407,291920,7884,261.43,108.85,11.81,10.17,392.26,1.87,4.46,2.7,Electricity,Natural Gas,527366,35,IE4 Motor,High,83.2,14.107684836712394,15.374314897857497,11.650485436893204,8.169039795545817,49.3,1.867,73.58,Medium,0.15,58.84,0.1116
Paper & Pulp,Small,39757,149377,15357,712,58940,2175,108.6,30.1,1.91,2.81,143.42,3.61,7.71,3.69,Electricity,Natural Gas,107675,10,Compressed Air Optimization,Medium,66.6,4.830642224110719,3.1125435974090685,0.7281553398058251,1.4512595837897042,10.12,3.607,36.02,Low,0.12,17.21,0.1598
Textile,Medium,104898,153487,22752,2896,123178,5554,111.59,44.59,7.76,7.16,171.1,1.63,3.77,4.51,Electricity,Natural Gas,229981,25,HVAC Optimization,High,88.1,5.012140342357655,5.36870951669158,7.18225948808473,5.421686746987952,22.98,1.631,78.67,Medium,0.1,17.11,0.0744
Glass,Small,24975,130053,15986,1070,59234,2344,94.55,31.33,2.87,3.02,131.77,5.28,11.82,3.96,Electricity,Natural Gas,129540,25,IE4 Motor,High,89.5,3.977783173485492,3.3040607872446435,1.7872903795233894,1.642935377875137,10.71,5.276,0.0,Medium,0.15,19.77,0.1526
Food Processing,Medium,80614,196840,24402,2200,113682,3472,143.1,47.83,5.9,4.48,201.31,2.5,5.61,3.05,Electricity,Natural Gas,229133,25,Power Factor Correction,High,98.3,6.924851280806118,5.873193821624315,5.130185348631951,2.975538517707193,20.9,2.497,59.98,Medium,0.07,14.09,0.0615
Metal Fabrication,Small,44113,58025,9549,1120,72350,1872,42.18,18.72,3.0,2.41,66.31,1.5,3.61,2.59,Electricity,Natural Gas,91369,35,LED Lighting,Low,66.4,0.7988345271336652,1.3406203288490282,1.9307149161518093,1.086162833150785,5.16,1.503,81.44,Medium,0.08,5.3,0.058
Paper & Pulp,Medium,122917,174307,23462,2825,97311,7687,126.72,45.99,7.57,9.92,190.2,1.55,3.44,7.9,Electricity,Natural Gas,175758,30,Energy Audit,High,66.6,5.930557241714216,5.586696562032886,6.972639011473963,7.940854326396495,26.43,1.547,80.49,Medium,0.1,19.02,0.1082
Plastics,Medium,149188,233843,34224,3242,102326,6672,170.0,67.08,8.69,8.61,254.38,1.71,3.97,6.52,Electricity,Natural Gas,183870,35,Compressed Air Optimization,High,68.1,8.557727327910646,8.870515695067265,8.20829655781112,6.745162468054033,32.38,1.705,77.08,Medium,0.12,30.53,0.166
Glass,Large,257326,275431,66172,6380,173988,11575,200.24,129.7,17.1,14.93,361.97,1.41,3.77,6.65,Electricity,Natural Gas,557305,10,IE4 Motor,Low,92.5,10.393347092388003,18.62076482311908,17.48676081200353,12.513691128148958,59.01,1.407,83.51,Medium,0.15,54.3,0.0974
Plastics,Small,42510,123721,9361,759,67339,1701,89.95,18.35,2.03,2.19,112.52,2.65,5.2,2.53,Electricity,Natural Gas,107446,10,Compressed Air Optimization,Medium,91.3,3.6985552992594393,1.2830094668659693,0.8605472197705206,0.8853596202993794,6.73,2.647,56.75,Low,0.12,13.5,0.1256
Pharmaceutical,Medium,132577,168591,28054,1799,127018,5602,122.57,54.99,4.82,7.23,189.61,1.43,3.46,4.41,Electricity,Natural Gas,240367,20,Smart Metering,Low,67.8,5.678645137792885,6.988041853512705,3.9386584289496915,5.485578678349763,22.09,1.43,83.01,Low,0.05,9.48,0.0394
Electronics,Medium,126374,156966,26212,1890,95369,4208,114.11,51.38,5.07,5.43,175.99,1.39,3.39,4.41,Electricity,Natural Gas,207489,20,Energy Audit,Low,71.1,5.165108656064101,6.4259466865969115,4.214474845542807,3.8426433004746254,19.65,1.393,83.81,Low,0.1,17.6,0.0848
Paper & Pulp,Large,254957,493375,49321,5982,271716,19618,358.68,96.67,16.03,25.31,496.69,1.95,3.99,7.22,Electricity,Natural Gas,385330,20,Compressed Air Optimization,High,81.2,20.01092630812189,13.477827603388143,16.306266548984997,21.987951807228914,71.78,1.948,71.83,Medium,0.12,59.6,0.1547
Metal Fabrication,Large,236086,398475,54309,6828,182152,12434,289.69,106.45,18.3,16.04,430.48,1.82,4.13,6.83,Electricity,Natural Gas,441242,10,HVAC Optimization,Low,97.8,15.823115211848974,15.000622820129546,18.810679611650485,13.526834611171958,63.16,1.823,74.53,Medium,0.1,43.05,0.0976
Food Processing,Small,27595,48115,6665,1387,46421,1674,34.98,13.06,3.72,2.16,53.92,1.95,4.41,3.61,Electricity,Natural Gas,73124,20,VFD Installation,Low,95.9,0.3617822022581035,0.459329845540608,2.7250661959399824,0.8579773640014604,4.4,1.954,71.7,Low,0.12,6.47,0.0885
Plastics,Small,25365,51212,10768,1177,37778,2690,37.23,21.11,3.15,3.47,64.96,2.56,6.5,7.12,Electricity,Natural Gas,91980,15,HVAC Optimization,High,97.9,0.4983610537817164,1.712755356253114,2.0962047661076784,2.0536692223439212,6.36,2.561,58.6,Low,0.1,6.5,0.0707
Plastics,Large,201661,415999,62110,6654,258069,7506,302.43,121.74,17.83,9.68,451.68,2.24,5.31,2.91,Electricity,Natural Gas,544579,20,Compressed Air Optimization,Low,86.0,16.596455020031563,17.381352765321374,18.292144748455428,7.721796276013143,59.99,2.24,65.53,Medium,0.12,54.2,0.0995
Electronics,Small,56845,39943,13904,1402,45684,2660,29.04,27.25,3.76,3.43,63.48,1.12,3.27,5.82,Electricity,Natural Gas,109973,35,HVAC Optimization,High,82.2,0.0012140342357654227,2.6687842551071252,2.7691968225948806,2.017159547280029,7.46,1.117,89.77,Medium,0.1,6.35,0.0577
Paper & Pulp,Medium,155392,237303,26237,2243,111148,5827,172.52,51.42,6.01,7.52,237.47,1.53,3.29,5.24,Electricity,Natural Gas,175107,20,Power Factor Correction,Low,73.4,8.710695641617093,6.432174887892376,5.2515445719329215,5.7502738225629795,26.14,1.528,80.9,Low,0.07,16.62,0.0949
Textile,Large,209933,313752,54901,4241,248933,8043,228.1,107.61,11.37,10.38,357.46,1.7,4.21,3.23,Electricity,Natural Gas,332829,25,Energy Audit,Medium,99.9,12.084496782809273,15.181240657698055,11.16504854368932,8.360715589631253,46.79,1.703,77.12,Medium,0.1,35.75,0.1074
Glass,Medium,141901,179713,32054,2730,132738,6044,130.65,62.83,7.32,7.8,208.6,1.47,3.62,4.55,Electricity,Natural Gas,212595,25,Solar Rooftop,Low,62.4,6.169114969042127,8.208769307424015,6.696822594880849,6.005841548010222,27.08,1.47,82.15,Medium,0.25,52.15,0.2453
Paper & Pulp,Medium,165582,240442,26967,2725,140212,5341,174.8,52.86,7.3,6.89,241.85,1.46,3.16,3.81,Electricity,Natural Gas,189283,15,Energy Audit,Medium,84.5,8.849095544494354,6.656390134529149,6.674757281553398,5.175246440306681,27.36,1.461,82.34,Low,0.1,24.18,0.1277
Electronics,Small,32027,76480,13826,549,58379,1651,55.6,27.1,1.47,2.13,86.3,2.69,6.79,2.83,Electricity,Natural Gas,91685,30,LED Lighting,High,86.0,1.6134514993322813,2.6454285002491282,0.24271844660194172,0.8305951077035414,5.33,2.695,55.71,Medium,0.08,6.9,0.0753
Cement,Large,389163,319909,75317,8412,235183,20108,232.57,147.62,22.54,25.94,428.67,1.1,2.87,8.55,Electricity,Natural Gas,311701,20,Smart Metering,Medium,67.5,12.355833434502852,21.41099900348779,23.488526037069725,22.562979189485215,79.82,1.102,90.09,Medium,0.05,21.43,0.0688
Steel,Large,240505,305670,43512,5450,229693,8774,222.22,85.28,14.61,11.32,333.43,1.39,3.19,3.82,Electricity,Natural Gas,487427,30,IE4 Motor,Low,91.3,11.727570717494231,11.704347284504236,14.739629302736098,9.218692953632711,47.39,1.386,83.96,Medium,0.15,50.01,0.1026
Electronics,Medium,81834,159872,26561,1993,91864,3625,116.23,52.06,5.34,4.68,178.31,2.18,5.32,3.95,Electricity,Natural Gas,179137,15,Smart Metering,Low,61.0,5.293796285055239,6.531826108619832,4.512356575463372,3.158086893026652,19.5,2.179,66.85,Low,0.05,8.92,0.0498
Electronics,Small,42947,105561,13330,1176,47397,1052,76.74,26.13,3.15,1.36,107.38,2.5,5.7,2.22,Electricity,Natural Gas,108580,20,LED Lighting,Medium,76.6,2.89668568653636,2.4943946188340806,2.0962047661076784,0.12778386272362188,7.62,2.5,59.92,Low,0.08,8.59,0.0791
Cement,Small,103905,97443,8043,1015,61869,2113,70.84,15.76,2.72,2.73,92.05,0.89,1.76,3.42,Electricity,Natural Gas,93849,30,Energy Audit,High,75.1,2.538545586985553,0.879733432984554,1.62180052956752,1.3782402336619204,6.42,0.886,94.76,Medium,0.1,9.2,0.098
Chemical,Large,220850,343309,64956,5968,171392,10223,249.59,127.31,15.99,13.19,406.08,1.84,4.63,5.96,Electricity,Natural Gas,422920,10,HVAC Optimization,High,74.1,13.388976569139249,18.248629795714997,16.2621359223301,10.925520262869659,58.83,1.839,74.19,Medium,0.1,40.61,0.096
Plastics,Large,300420,301749,64640,7121,153620,17909,219.37,126.69,19.08,23.1,388.24,1.29,3.27,11.66,Electricity,Natural Gas,492036,15,Energy Audit,High,74.5,11.554570838897655,18.152092675635277,19.671226831421006,19.970792259948887,69.35,1.292,85.99,Medium,0.1,38.82,0.0789
Plastics,Large,182925,372099,52786,5593,216129,6908,270.52,103.46,14.99,8.91,397.88,2.18,5.07,3.2,Electricity,Natural Gas,324942,35,Energy Audit,High,80.3,14.659463396867789,14.53506477329347,15.158870255957634,7.018985031033225,51.37,2.175,66.93,Medium,0.1,39.79,0.1225
Leather,Small,36417,119863,15631,1167,39463,2667,87.14,30.64,3.13,3.44,124.35,3.41,7.74,6.76,Electricity,Natural Gas,55762,15,Compressed Air Optimization,Low,65.7,3.5279834891343937,3.196624314897858,2.0741394527802295,2.026286966046002,10.83,3.415,40.17,Low,0.12,14.92,0.2676
Cement,Medium,208114,272083,32735,3317,151390,7689,197.8,64.16,8.89,9.92,280.77,1.35,2.96,5.08,Electricity,Natural Gas,159644,25,IE4 Motor,High,96.1,10.24523491562462,8.415857000498256,8.428949691085615,7.940854326396495,35.03,1.349,84.76,Medium,0.15,42.12,0.2638
Steel,Small,73192,133413,20622,1669,42196,2659,96.99,40.42,4.47,3.43,145.31,1.99,4.75,6.3,Electricity,Natural Gas,74505,20,Compressed Air Optimization,Medium,73.9,4.125895350248877,4.719419531639263,3.5525154457193286,2.017159547280029,14.41,1.985,71.03,Low,0.12,17.44,0.2341
Metal Fabrication,Large,314591,367572,77696,6167,252878,9393,267.22,152.28,16.53,12.12,448.15,1.42,3.74,3.71,Electricity,Natural Gas,465482,20,VFD Installation,High,67.9,14.459147747966494,22.13658445440957,16.85789938217123,9.94888645491055,63.4,1.425,83.12,Medium,0.12,53.78,0.1155
Ceramics,Medium,163869,196276,27484,2983,119394,3841,142.69,53.87,7.99,4.95,209.5,1.28,2.97,3.22,Electricity,Natural Gas,248310,10,IE4 Motor,High,90.9,6.899963578972927,6.81365221723966,7.4360105913503975,3.4045271997079225,24.55,1.278,86.29,Low,0.15,31.42,0.1265
Textile,Small,22873,88046,11653,1592,57993,2313,64.01,22.84,4.27,2.98,94.1,4.11,9.29,3.99,Electricity,Natural Gas,116218,30,Compressed Air Optimization,Low,80.6,2.123952895471653,1.982125062282013,3.331862312444836,1.6064257028112447,9.04,4.114,25.08,Medium,0.12,11.29,0.0971
Food Processing,Large,192940,393512,43301,3270,128236,13598,286.08,84.87,8.76,17.54,397.25,2.06,4.37,10.6,Electricity,Natural Gas,463176,20,LED Lighting,Low,76.4,15.60398203229331,11.64050822122571,8.285525154457194,14.895947426067908,50.43,2.059,69.44,Medium,0.08,31.78,0.0686
Metal Fabrication,Large,246083,488882,57527,7434,151886,7919,355.42,112.75,19.92,10.22,498.31,2.02,4.48,5.21,Electricity,Natural Gas,400024,25,Compressed Air Optimization,Low,96.2,19.813038727692124,15.981564524165421,20.597969991173876,8.214676889375685,64.61,2.025,70.17,Medium,0.12,59.8,0.1495
Plastics,Large,306220,414849,47754,5754,189603,12184,301.6,93.6,15.42,15.72,426.34,1.39,3.01,6.43,Electricity,Natural Gas,560394,35,Power Factor Correction,Medium,78.4,16.5460725992473,12.999813153961135,15.633274492497792,13.234757210660824,58.41,1.392,83.83,Medium,0.07,29.84,0.0532
Ceramics,Small,27388,88133,11004,1237,40481,2712,64.07,21.57,3.32,3.5,92.46,3.38,7.46,6.7,Electricity,Natural Gas,78637,15,VFD Installation,Low,69.8,2.127594998178948,1.7843796711509718,2.2837599293909974,2.08105147864184,8.28,3.376,41.01,Low,0.12,11.1,0.1412
Textile,Large,247694,426385,55703,5898,145901,12666,309.98,109.18,15.81,16.34,451.31,1.82,4.09,8.68,Electricity,Natural Gas,405790,15,Energy Audit,High,94.2,17.054752944033023,15.425697558545092,16.063548102383056,13.800657174151148,62.34,1.822,74.55,Medium,0.1,45.13,0.1112
Electronics,Small,49651,67061,5423,1105,40836,1237,48.75,10.63,2.96,1.6,63.94,1.29,2.55,3.03,Electricity,Natural Gas,59482,15,LED Lighting,Low,84.0,1.197644773582615,0.08096661684105651,1.8865842894969107,0.34684191310697343,3.51,1.288,86.08,Low,0.08,5.12,0.0861
Leather,Large,169253,420454,55282,5287,200315,14411,305.67,108.35,14.17,18.59,446.78,2.64,5.91,7.19,Electricity,Natural Gas,531496,30,Power Factor Correction,Medium,67.0,16.79312856622557,15.296462381664174,14.254192409532216,15.854326396495072,62.2,2.64,56.9,Medium,0.07,31.27,0.0588
Leather,Large,313715,371243,32101,5211,189994,13457,269.89,62.92,13.97,17.36,364.14,1.16,2.29,7.08,Electricity,Natural Gas,484580,30,Power Factor Correction,High,72.5,14.621221318441178,8.222782760338815,14.033539276257724,14.731653888280395,51.61,1.161,88.82,Medium,0.07,25.49,0.0526
Textile,Large,318168,332470,36612,4410,257101,9340,241.71,71.76,11.82,12.05,337.34,1.06,2.26,3.63,Electricity,Natural Gas,405792,10,IE4 Motor,Medium,91.4,12.910647080247662,9.599215246636772,11.661518093556928,9.884994523548741,44.06,1.06,91.0,Low,0.15,50.6,0.1247
Food Processing,Medium,143469,119315,29443,2371,103130,3391,86.74,57.71,6.35,4.37,155.17,1.08,2.97,3.29,Electricity,Natural Gas,180630,30,LED Lighting,Low,74.9,3.5037028044190843,7.411559541604385,5.626654898499559,2.8751369112814897,19.42,1.082,90.52,Medium,0.08,12.41,0.0687
Electronics,Medium,76133,123007,14236,1712,86344,3819,89.43,27.9,4.59,4.93,126.85,1.67,3.6,4.42,Electricity,Natural Gas,159271,30,HVAC Optimization,Medium,73.9,3.6669904091295376,2.769992526158445,3.6849073256840246,3.3862723621759767,13.51,1.666,77.92,Medium,0.1,12.68,0.0796
Glass,Small,83553,71293,8664,1138,51594,1290,51.83,16.98,3.05,1.66,73.52,0.88,1.96,2.5,Electricity,Natural Gas,137960,10,Power Factor Correction,Medium,83.5,1.384606045890494,1.0696935724962633,1.9858781994704322,0.4016064257028112,4.84,0.88,94.88,Low,0.07,5.15,0.0373
Chemical,Small,45028,54673,14608,1012,64849,2843,39.75,28.63,2.71,3.67,74.76,1.66,4.57,4.38,Electricity,Natural Gas,117443,20,HVAC Optimization,Low,67.0,0.6513293674881632,2.8836571998006972,1.610767872903795,2.236217597663381,7.38,1.66,78.05,Low,0.1,7.48,0.0637
Pharmaceutical,Medium,130185,149074,30122,2208,107936,4497,108.38,59.04,5.92,5.8,179.14,1.38,3.54,4.17,Electricity,Natural Gas,151915,10,Compressed Air Optimization,High,78.7,4.817287847517299,7.618647234678624,5.1522506619594,4.1803577948156265,21.77,1.376,84.18,Low,0.12,21.5,0.1415
Electronics,Medium,97724,124024,16779,1471,79992,3192,90.17,32.89,3.94,4.12,131.12,1.34,3.06,3.99,Electricity,Natural Gas,198842,35,Smart Metering,High,68.9,3.7119096758528594,3.5469606377678127,2.967784642541924,2.6469514421321656,12.87,1.342,84.91,Medium,0.05,6.56,0.033
Pharmaceutical,Medium,95120,170977,18149,2309,101182,5462,124.3,35.57,6.19,7.05,173.11,1.82,3.83,5.4,Electricity,Natural Gas,284403,25,VFD Installation,Low,83.4,5.783659099186597,3.964250124564026,5.450132391879965,5.321285140562249,20.52,1.82,74.6,Medium,0.12,20.77,0.073
Cement,Medium,131647,181559,40821,2503,171655,5940,131.99,80.01,6.71,7.66,226.37,1.72,4.57,3.46,Electricity,Natural Gas,299012,10,LED Lighting,Low,72.4,6.250455262838413,10.883781763826608,6.0238305383936455,5.878057685286602,29.04,1.72,76.75,Low,0.08,18.11,0.0606
Paper & Pulp,Small,58675,124548,15241,1788,76571,2468,90.55,29.87,4.79,3.18,128.39,2.19,4.87,3.22,Electricity,Natural Gas,61137,25,VFD Installation,Low,64.4,3.7349763263324025,3.07673143996014,3.9055604589585173,1.7889740781307049,12.51,2.188,66.65,Medium,0.12,15.41,0.2521
Paper & Pulp,Medium,156400,211532,34204,2984,118556,6637,153.78,67.04,8.0,8.56,237.38,1.52,3.63,5.6,Electricity,Natural Gas,233585,20,Power Factor Correction,Low,68.1,7.573145562704868,8.8642874937718,7.447043248014122,6.69952537422417,30.58,1.518,81.11,Low,0.07,16.62,0.0712
Steel,Medium,172228,273938,28896,4154,143682,6936,199.15,56.64,11.13,8.95,275.87,1.6,3.39,4.83,Electricity,Natural Gas,169476,15,HVAC Optimization,High,99.8,10.327182226538788,7.244955156950672,10.90026478375993,7.055494706097115,35.53,1.602,79.3,Low,0.1,27.59,0.1628
Plastics,Large,205641,344415,45761,3836,298080,10291,250.39,89.69,10.28,13.28,363.64,1.77,3.99,3.45,Electricity,Natural Gas,328293,15,IE4 Motor,High,70.7,13.437537938569866,12.391006477329347,9.962488967343337,11.007667031763416,46.8,1.768,75.72,Low,0.15,54.55,0.1662
Textile,Small,39014,73524,8263,1168,67336,2961,53.45,16.2,3.13,3.82,76.6,1.96,4.15,4.4,Electricity,Natural Gas,62154,10,Smart Metering,Low,82.8,1.4829428189874956,0.9482436472346786,2.0741394527802295,2.373128879152975,6.88,1.963,71.51,Low,0.05,3.83,0.0616
Steel,Small,32535,153568,9573,1908,62120,1504,111.64,18.76,5.11,1.94,137.45,4.22,7.96,2.42,Electricity,Natural Gas,115175,25,Solar Rooftop,Low,79.3,5.015175427947068,1.3468485301444946,4.258605472197705,0.6571741511500547,11.28,4.225,22.69,Medium,0.25,34.36,0.2983
Cement,Small,119479,155826,20918,1392,62820,2791,113.29,41.0,3.73,3.6,161.62,1.35,3.11,4.44,Electricity,Natural Gas,146663,20,Energy Audit,High,76.8,5.1153332523977175,4.809728450423518,2.736098852603707,2.1723256663015698,14.83,1.353,84.68,Low,0.1,16.16,0.1102
Glass,Large,261072,432961,62121,6627,287080,12151,314.76,121.76,17.76,15.67,469.95,1.8,4.16,4.23,Electricity,Natural Gas,440525,30,Compressed Air Optimization,Low,76.3,17.344907126380964,17.38446686596911,18.21491615180936,13.18912011683096,66.13,1.8,75.03,Medium,0.12,56.39,0.128
Ceramics,Large,206323,329129,53521,6855,272349,10429,239.28,104.9,18.37,13.45,376.0,1.82,4.36,3.83,Electricity,Natural Gas,456158,20,IE4 Motor,High,87.3,12.763141920602159,14.759280019930246,18.887908208296558,11.162833150784957,57.57,1.822,74.55,Medium,0.15,56.4,0.1236
Leather,Medium,113694,126562,24697,2544,117708,5126,92.01,48.41,6.82,6.61,153.85,1.35,3.4,4.35,Electricity,Natural Gas,194365,20,IE4 Motor,Low,76.7,3.8236008255432807,5.963502740408569,6.145189761694617,4.919678714859438,20.85,1.353,84.68,Low,0.15,23.08,0.1187
Pharmaceutical,Medium,93346,175705,29144,2216,83200,4999,127.74,57.12,5.94,6.45,197.25,2.11,5.12,6.01,Electricity,Natural Gas,286586,30,Power Factor Correction,Low,88.2,5.992472987738254,7.319693572496262,5.1743159752868495,4.77364001460387,23.26,2.113,68.27,Medium,0.07,13.81,0.0482
Metal Fabrication,Medium,116633,244237,19706,2549,139023,5246,177.56,38.62,6.83,6.77,229.78,1.97,3.89,3.77,Electricity,Natural Gas,150685,25,Smart Metering,Low,90.8,9.016632269029985,4.439150473343298,6.1562224183583405,5.065717415115005,24.68,1.97,71.36,Medium,0.05,11.49,0.0763
Plastics,Small,31231,101279,9194,1300,74074,1244,73.63,18.02,3.48,1.6,96.73,3.1,6.39,1.68,Electricity,Natural Gas,95366,20,Energy Audit,Medium,95.4,2.707903362874833,1.2316268061783757,2.4602824360105915,0.34684191310697343,6.75,3.097,47.03,Low,0.1,9.67,0.1014
Plastics,Large,278738,389094,65571,4938,188851,15368,282.87,128.52,13.23,19.82,444.44,1.59,3.84,8.14,Electricity,Natural Gas,496726,25,VFD Installation,Medium,92.8,15.409129537452957,18.43703288490284,13.217122683142101,16.97699890470975,64.04,1.594,79.47,Medium,0.12,53.33,0.1074
Automotive Parts,Small,33168,109365,6100,1523,58702,3386,79.51,11.96,4.08,4.37,99.92,3.01,5.37,5.77,Electricity,Natural Gas,140586,25,Smart Metering,High,89.4,3.0648294281898756,0.2880543099152967,3.122241835834069,2.8751369112814897,9.35,3.013,48.85,Medium,0.05,5.0,0.0356
